NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause Code Progression,Cause Code,Cause 1,Cause 2,Cause 3,Cause 4,Month
3219591,2022-10-12,2022-10-12,08:47:27,08:55:02,21365.0,2817000.0,"7,583",164.4,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221246,2022-10-13,2022-10-13,08:01:27,08:50:03,236390.0,4864000.0,"48,600",174.6,176.7,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 49,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221575,2022-10-13,2022-10-13,08:33:27,10:14:40,440428.0,4351000.0,"101,217",162.3,164.0,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,accident (with cleaning/storage),VWM 2,"[000], [ACI], [OCL], [ACA]",ACI,Accidents,Accident,Accident,Accident,11
3221052,2022-10-13,2022-10-13,07:40:26,07:44:01,9408.0,2626000.0,"3,583",164.1,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3220950,2022-10-13,2022-10-13,07:21:25,07:28:01,18557.0,2812000.0,"6,600",181.9,184.4,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3220952,2022-10-13,2022-10-13,07:21:25,07:24:00,5860.0,2268000.0,"2,583",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221512,2022-10-13,2022-10-13,08:27:27,08:29:00,3100.0,2000000.0,"1,550",160.5,162.5,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221182,2022-10-13,2022-10-13,07:54:26,07:58:02,8660.0,2406000.0,"3,600",163.5,166.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221202,2022-10-13,2022-10-13,07:56:26,07:59:01,5873.0,2274000.0,"2,583",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221106,2022-10-13,2022-10-13,07:46:26,07:54:02,20000.0,2632000.0,"7,600",164.2,166.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221205,2022-10-13,2022-10-13,07:56:26,08:00:02,17280.0,4800000.0,"3,600",158.9,163.7,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221550,2022-10-13,2022-10-13,08:30:27,08:32:03,3360.0,2100000.0,"1,600",161.1,163.2,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221229,2022-10-13,2022-10-13,08:00:26,08:08:02,17858.0,2350000.0,"7,600",161.9,164.0,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221447,2022-10-13,2022-10-13,08:19:26,08:55:02,119190.0,3348000.0,"35,600",163.7,167.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 36,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221133,2022-10-13,2022-10-13,07:49:26,07:56:03,17427.0,2634000.0,"6,617",159.9,162.1,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221230,2022-10-13,2022-10-13,08:00:26,08:19:03,46825.0,2515000.0,"18,617",164.0,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 19,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221457,2022-10-13,2022-10-13,08:21:27,08:25:02,9623.0,2686000.0,"3,583",158.0,160.2,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3221038,2022-10-13,2022-10-13,07:38:25,08:10:02,105213.0,3328000.0,"31,617",175.8,179.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 32,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3229772,2022-10-18,2022-10-18,17:10:28,17:12:01,4340.0,2800000.0,"1,550",181.6,184.4,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230622,2022-10-19,2022-10-19,06:59:24,07:01:00,2560.0,1600000.0,"1,600",166.5,168.1,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231754,2022-10-19,2022-10-19,16:41:28,16:44:01,5865.0,2300000.0,"2,550",164.5,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232031,2022-10-19,2022-10-19,17:21:28,17:23:00,3680.0,2400000.0,"1,533",156.4,158.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232241,2022-10-19,2022-10-19,17:46:28,17:50:02,7763.0,2177000.0,"3,567",164.3,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232632,2022-10-20,2022-10-20,06:52:23,06:58:00,16297.0,2901000.0,"5,617",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230656,2022-10-19,2022-10-19,07:19:24,07:59:00,117393.0,2964000.0,"39,600",176.0,179.7,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 40,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230799,2022-10-19,2022-10-19,07:56:26,08:20:01,70678.0,2997000.0,"23,583",179.6,182.1,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 24,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231017,2022-10-19,2022-10-19,08:45:27,08:54:01,19318.0,2255000.0,"8,567",163.3,165.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 9,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231534,2022-10-19,2022-10-19,16:07:27,16:09:00,3255.0,2100000.0,"1,550",164.1,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231974,2022-10-19,2022-10-19,17:11:28,17:41:00,116135.0,3932000.0,"29,533",156.5,158.7,N,2,N2,descending,A58: Batadorp/Randweg N2,A2: Batadorp/Randweg N2,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 30,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232101,2022-10-19,2022-10-19,17:27:28,17:31:02,7433.0,2084000.0,"3,567",166.6,168.7,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232938,2022-10-20,2022-10-20,08:02:27,09:07:01,351645.0,5446000.0,"64,567",181.6,182.6,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 65,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3235232,2022-10-21,2022-10-21,13:44:27,13:46:01,3603.0,2300000.0,"1,567",168.3,170.6,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3235307,2022-10-21,2022-10-21,14:11:27,14:20:03,28535.0,3318000.0,"8,600",164.1,167.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 9,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3233033,2022-10-20,2022-10-20,08:16:27,08:19:01,7607.0,2964000.0,"2,567",181.2,184.1,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3228683,2022-10-18,2022-10-18,08:37:27,08:40:02,6097.0,2360000.0,"2,583",154.9,157.3,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3229587,2022-10-18,2022-10-18,16:49:28,16:55:02,14880.0,2673000.0,"5,567",181.6,183.9,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3229780,2022-10-18,2022-10-18,17:11:29,17:30:03,65920.0,3550000.0,"18,567",162.7,165.4,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 19,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230265,2022-10-18,2022-10-18,18:02:28,18:04:03,3325.0,2100000.0,"1,583",161.2,163.3,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230863,2022-10-19,2022-10-19,08:09:26,08:16:02,15147.0,2295000.0,"6,600",159.3,161.5,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232643,2022-10-20,2022-10-20,07:01:24,07:14:01,35698.0,2829000.0,"12,617",163.6,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 13,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232657,2022-10-20,2022-10-20,07:06:24,08:24:01,360288.0,4642000.0,"77,617",173.0,175.5,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 78,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3233233,2022-10-20,2022-10-20,08:50:27,08:53:00,6708.0,2631000.0,"2,550",175.7,178.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230948,2022-10-19,2022-10-19,08:27:26,08:29:00,3447.0,2200000.0,"1,567",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231458,2022-10-19,2022-10-19,15:49:27,15:51:00,3720.0,2400000.0,"1,550",164.0,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231544,2022-10-19,2022-10-19,16:09:28,16:13:00,7897.0,2235000.0,"3,533",164.3,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232792,2022-10-20,2022-10-20,07:41:26,07:50:01,22058.0,2570000.0,"8,583",175.9,178.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 9,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3233441,2022-10-20,2022-10-20,13:28:27,13:33:00,11485.0,2524000.0,"4,550",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 5,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230178,2022-10-18,2022-10-18,17:51:28,17:54:00,5861.0,2313000.0,"2,533",167.4,169.8,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230276,2022-10-18,2022-10-18,18:03:28,18:05:02,3133.0,2000000.0,"1,567",167.7,169.7,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230772,2022-10-19,2022-10-19,07:50:26,07:55:02,14162.0,3079000.0,"4,600",175.8,178.9,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231892,2022-10-19,2022-10-19,17:01:28,17:05:02,9378.0,2629000.0,"3,567",163.8,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232051,2022-10-19,2022-10-19,17:23:28,17:26:00,8858.0,3497000.0,"2,533",156.4,159.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232691,2022-10-20,2022-10-20,07:18:25,07:24:01,16803.0,3001000.0,"5,600",162.5,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232895,2022-10-20,2022-10-20,07:55:26,08:39:00,161267.0,3702000.0,"43,567",158.9,161.3,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 44,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3233507,2022-10-20,2022-10-20,14:41:27,14:44:02,8093.0,3133000.0,"2,583",164.9,167.6,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230086,2022-10-18,2022-10-18,17:40:28,17:44:03,10462.0,2920000.0,"3,583",166.8,169.8,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230383,2022-10-18,2022-10-18,18:21:28,18:23:01,3875.0,2500000.0,"1,550",162.9,165.4,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231049,2022-10-19,2022-10-19,08:54:27,08:59:01,10565.0,2314000.0,"4,567",164.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231469,2022-10-19,2022-10-19,15:52:27,15:54:00,4495.0,2900000.0,"1,550",164.2,167.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231819,2022-10-19,2022-10-19,16:50:28,16:55:01,12052.0,2649000.0,"4,550",164.2,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232190,2022-10-19,2022-10-19,17:38:28,17:45:02,17080.0,2601000.0,"6,567",156.5,159.7,N,2,N2,descending,A58: Batadorp/Randweg N2,A2: Batadorp/Randweg N2,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232727,2022-10-20,2022-10-20,07:27:25,07:37:00,23805.0,2484000.0,"9,583",170.6,172.9,A,2,A2,descending,Leenderheide/Randweg N2,Leenderheide,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232853,2022-10-20,2022-10-20,07:50:26,07:53:01,5700.0,2206000.0,"2,583",178.3,180.4,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3228603,2022-10-18,2022-10-18,08:28:27,08:32:02,8768.0,2447000.0,"3,583",158.9,161.5,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3228704,2022-10-18,2022-10-18,08:41:28,09:31:01,112967.0,2280000.0,"49,550",161.7,163.8,A,15,A15,descending,Bemmel,Ressen,Nijmegen,Gorinchem,rush hour traffic jam (no cause reported),VWM 50,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230392,2022-10-18,2022-10-18,18:23:27,18:25:02,6175.0,3900000.0,"1,583",162.0,165.9,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230977,2022-10-19,2022-10-19,08:34:27,08:37:00,5265.0,2065000.0,"2,550",164.2,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231478,2022-10-19,2022-10-19,15:54:27,15:56:01,4543.0,2900000.0,"1,567",164.3,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232064,2022-10-19,2022-10-19,17:24:28,17:26:01,3410.0,2200000.0,"1,550",163.9,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232272,2022-10-19,2022-10-19,17:51:28,18:03:01,27650.0,2394000.0,"11,550",156.5,158.8,N,2,N2,descending,A58: Batadorp/Randweg N2,A2: Batadorp/Randweg N2,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 12,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234091,2022-10-20,2022-10-20,16:54:28,16:59:01,11700.0,2571000.0,"4,550",164.4,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234202,2022-10-20,2022-10-20,17:06:32,17:20:03,36570.0,2706000.0,"13,517",166.6,169.0,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 14,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234206,2022-10-20,2022-10-20,17:06:32,17:08:02,2850.0,1900000.0,"1,500",156.5,158.4,N,2,N2,descending,A58: Batadorp/Randweg N2,A2: Batadorp/Randweg N2,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234417,2022-10-20,2022-10-20,17:29:28,17:32:02,6710.0,2614000.0,"2,567",167.1,169.8,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230912,2022-10-19,2022-10-19,08:19:27,08:22:01,5473.0,2132000.0,"2,567",159.5,161.6,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3232067,2022-10-19,2022-10-19,17:24:28,17:26:01,3100.0,2000000.0,"1,550",165.6,167.6,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234167,2022-10-20,2022-10-20,17:03:29,17:07:01,9133.0,2585000.0,"3,533",165.0,167.4,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234211,2022-10-20,2022-10-20,17:07:28,18:04:02,177135.0,3131000.0,"56,567",164.2,167.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 57,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3230984,2022-10-19,2022-10-19,08:38:27,08:41:00,5532.0,2169000.0,"2,550",164.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231082,2022-10-19,2022-10-19,09:04:26,09:07:00,5580.0,2174000.0,"2,567",164.5,166.6,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3231488,2022-10-19,2022-10-19,15:57:27,16:02:01,12067.0,2642000.0,"4,567",164.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
3234580,2022-10-20,2022-10-20,17:48:29,18:10:03,50698.0,2351000.0,"21,567",156.5,158.6,N,2,N2,descending,A58: Batadorp/Randweg N2,A2: Batadorp/Randweg N2,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 22,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,11
